t,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33,x34,y34,z34,x35,y35,z35,x36,y36,z36,x37,y37,z37,x38,y38,z38,x39,y39,z39,x40,y40,z40,x41,y41,z41,x42,y42,z42,x43,y43,z43,x44,y44,z44,x45,y45,z45,x46,y46,z46,x47,y47,z47,x48,y48,z48,x49,y49,z49
0.1,-4425.62,-7768.01,4639.32,6696.52,-3369.52,4635.4,-2821.79,8676.26,5056.6,9379.29,3344.64,6902.45,8016.77,6866.24,4086.19,3896.7,7439.77,905.817,6572.7,-7317.7,130.455,-3529.75,-2680.7,4379.15,1188.62,1657.02,-4796.98,-8953.05,-7808.88,9270.82,7801.8,-3984.13,8864.53,7326.84,66.7475,5694.08,-8560.63,-1224.2,-5937.16,8838.88,602.598,6198.12,-9723.51,8609.07,4904.26,6702.62,2341,4092.64,-127.816,3729.36,3624.32,-7534.61,-4855.6,-6156.98,8542.89,-9815.59,-8003.53,-125.901,6603.18,-8116.72,-2668.38,-2092.75,-5857.4,-3868.54,2141.45,-7536.47,-1610.48,-3366.51,-6360.74,6101.45,-2925.92,9808.87,964.718,1735.8,-4118.86,-9194.18,867.874,-9218.52,-8835.32,7944.23,2952.04,-6979.47,9367.11,925.195,7479.23,-3562.15,878.129,-8342.94,8282.09,1113.32,-442.36,3831.78,3280.52,1069.9,-3304.54,-2991.92,9469.06,-1810.62,6889.41,7915.61,8955.61,-2959.2,-8223.63,-228.685,9292.39,-4096.05,-6381.62,-7103.88,8452.37,-8.46243,6174.63,6710.68,-9271.28,-6098.14,4168.43,2916.19,2811.43,2066.62,-576.445,-1325.4,5169.68,-8510.14,-3196.02,9345.48,4314.35,311.812,6370.78,7137.66,-7306.19,-4255.67,7185.47,9984.01,6279.43,3876.19,-8845.91,4057.69,3144.49,4830.19,1464.41,9271.49,2855.18,1777.61,8949.47,-9495.68,-3754.28,-1892.03,7865.9,-3174.67,-1496.1,9058.19
0.11,-4425.61,-7767.99,4639.32,6696.52,-3369.49,4635.4,-2821.78,8676.24,5056.59,9379.26,3344.61,6902.42,8016.75,6866.21,4086.18,3896.69,7439.75,905.826,6572.69,-7317.68,130.452,-3529.74,-2680.69,4379.15,1188.56,1657.04,-4796.77,-8953.04,-7808.86,9270.81,7801.78,-3984.1,8864.51,7326.92,66.7601,5694.1,-8560.61,-1224.2,-5937.16,8838.72,602.416,6198.09,-9723.48,8609.05,4904.23,6702.6,2340.99,4092.65,-128.1,3729.45,3623.99,-7534.59,-4855.58,-6156.98,8542.88,-9815.58,-8003.51,-125.892,6603.17,-8116.71,-2668.35,-2092.76,-5857.4,-3868.53,2141.44,-7536.45,-1610.5,-3366.47,-6360.71,6101.46,-2925.92,9808.83,964.782,1735.77,-4119.03,-9194.17,867.869,-9218.5,-8835.3,7944.23,2952.03,-6979.49,9367.07,925.211,7479.21,-3562.14,878.142,-8342.91,8282.09,1113.35,-442.043,3831.68,3280.84,1069.9,-3304.52,-2991.91,9469.01,-1810.58,6889.38,7915.59,8955.59,-2959.19,-8223.61,-228.685,9292.38,-4096.04,-6381.59,-7103.87,8452.39,-8.29871,6174.6,6710.67,-9271.26,-6098.13,4168.44,2916.18,2811.45,2066.62,-576.438,-1325.4,5169.68,-8510.12,-3196.02,9345.46,4314.34,311.826,6370.76,7137.65,-7306.17,-4255.67,7185.46,9983.99,6279.42,3876.19,-8845.89,4057.7,3144.47,4830.15,1464.41,9271.46,2855.18,1777.61,8949.45,-9495.66,-3754.25,-1892.01,7865.93,-3174.69,-1496.11,9058.12
0.12,-4425.6,-7767.96,4639.32,6696.53,-3369.45,4635.41,-2821.78,8676.22,5056.58,9379.23,3344.57,6902.39,8016.73,6866.17,4086.18,3896.68,7439.72,905.836,6572.68,-7317.65,130.45,-3529.72,-2680.68,4379.16,1188.49,1657.05,-4796.54,-8953.03,-7808.85,9270.8,7801.76,-3984.06,8864.48,7327.02,66.7739,5694.13,-8560.58,-1224.2,-5937.16,8838.54,602.216,6198.06,-9723.45,8609.03,4904.2,6702.58,2340.97,4092.66,-128.411,3729.55,3623.62,-7534.57,-4855.56,-6156.97,8542.86,-9815.56,-8003.48,-125.882,6603.16,-8116.69,-2668.32,-2092.78,-5857.4,-3868.52,2141.43,-7536.43,-1610.52,-3366.44,-6360.68,6101.48,-2925.91,9808.79,964.851,1735.74,-4119.22,-9194.15,867.863,-9218.48,-8835.27,7944.24,2952.01,-6979.52,9367.03,925.229,7479.19,-3562.13,878.156,-8342.87,8282.1,1113.39,-441.696,3831.56,3281.19,1069.9,-3304.5,-2991.9,9468.95,-1810.54,6889.36,7915.58,8955.57,-2959.18,-8223.58,-228.685,9292.36,-4096.03,-6381.57,-7103.85,8452.43,-8.11932,6174.57,6710.67,-9271.25,-6098.12,4168.44,2916.18,2811.49,2066.61,-576.431,-1325.41,5169.69,-8510.1,-3196.02,9345.43,4314.33,311.841,6370.75,7137.63,-7306.16,-4255.66,7185.45,9983.97,6279.41,3876.19,-8845.87,4057.71,3144.45,4830.1,1464.41,9271.42,2855.17,1777.61,8949.42,-9495.63,-3754.21,-1891.99,7865.96,-3174.71,-1496.12,9058.05
0.13,-4425.59,-7767.94,4639.31,6696.53,-3369.41,4635.41,-2821.77,8676.2,5056.56,9379.19,3344.53,6902.36,8016.71,6866.14,4086.17,3896.67,7439.7,905.848,6572.67,-7317.62,130.447,-3529.71,-2680.66,4379.16,1188.41,1657.07,-4796.3,-8953.02,-7808.84,9270.79,7801.73,-3984.02,8864.46,7327.12,66.7889,5694.16,-8560.56,-1224.2,-5937.16,8838.35,601.999,6198.02,-9723.42,8609.02,4904.16,6702.56,2340.95,4092.67,-128.749,3729.66,3623.22,-7534.55,-4855.54,-6156.96,8542.83,-9815.55,-8003.46,-125.87,6603.15,-8116.68,-2668.29,-2092.8,-5857.39,-3868.5,2141.42,-7536.41,-1610.54,-3366.39,-6360.65,6101.5,-2925.9,9808.74,964.927,1735.7,-4119.43,-9194.13,867.857,-9218.46,-8835.25,7944.25,2951.99,-6979.54,9366.98,925.249,7479.17,-3562.11,878.171,-8342.83,8282.11,1113.42,-441.318,3831.44,3281.58,1069.9,-3304.47,-2991.9,9468.89,-1810.49,6889.33,7915.56,8955.55,-2959.17,-8223.56,-228.685,9292.35,-4096.03,-6381.54,-7103.83,8452.46,-7.92426,6174.54,6710.67,-9271.23,-6098.11,4168.45,2916.17,2811.52,2066.61,-576.423,-1325.41,5169.69,-8510.08,-3196.01,9345.4,4314.32,311.858,6370.74,7137.61,-7306.14,-4255.65,7185.44,9983.95,6279.39,3876.2,-8845.84,4057.73,3144.44,4830.06,1464.41,9271.39,2855.16,1777.6,8949.4,-9495.61,-3754.18,-1891.96,7865.99,-3174.73,-1496.13,9057.97
0.14,-4425.58,-7767.92,4639.31,6696.53,-3369.37,4635.41,-2821.76,8676.17,5056.55,9379.15,3344.49,6902.32,8016.69,6866.1,4086.16,3896.67,7439.67,905.86,6572.65,-7317.59,130.444,-3529.7,-2680.65,4379.17,1188.33,1657.09,-4796.03,-8953,-7808.82,9270.78,7801.7,-3983.97,8864.43,7327.23,66.8051,5694.19,-8560.53,-1224.2,-5937.16,8838.14,601.765,6197.99,-9723.38,8609,4904.12,6702.54,2340.93,4092.68,-129.115,3729.78,3622.79,-7534.52,-4855.52,-6156.96,8542.81,-9815.53,-8003.43,-125.858,6603.13,-8116.66,-2668.25,-2092.82,-5857.39,-3868.49,2141.41,-7536.38,-1610.56,-3366.35,-6360.62,6101.52,-2925.9,9808.69,965.009,1735.66,-4119.66,-9194.1,867.85,-9218.44,-8835.22,7944.26,2951.97,-6979.57,9366.93,925.27,7479.15,-3562.1,878.187,-8342.79,8282.12,1113.46,-440.91,3831.3,3282,1069.9,-3304.44,-2991.89,9468.83,-1810.44,6889.29,7915.54,8955.52,-2959.16,-8223.53,-228.685,9292.33,-4096.02,-6381.51,-7103.81,8452.5,-7.71349,6174.5,6710.67,-9271.22,-6098.1,4168.45,2916.17,2811.56,2066.6,-576.415,-1325.41,5169.69,-8510.06,-3196.01,9345.36,4314.31,311.876,6370.72,7137.59,-7306.13,-4255.64,7185.43,9983.92,6279.37,3876.2,-8845.82,4057.75,3144.42,4830,1464.42,9271.35,2855.16,1777.6,8949.37,-9495.59,-3754.14,-1891.94,7866.03,-3174.75,-1496.15,9057.88
0.15,-4425.57,-7767.89,4639.3,6696.53,-3369.33,4635.41,-2821.75,8676.14,5056.54,9379.11,3344.44,6902.29,8016.66,6866.06,4086.14,3896.66,7439.63,905.873,6572.64,-7317.56,130.44,-3529.68,-2680.63,4379.17,1188.24,1657.11,-4795.74,-8952.98,-7808.81,9270.77,7801.67,-3983.92,8864.4,7327.35,66.8225,5694.22,-8560.5,-1224.2,-5937.15,8837.92,601.513,6197.95,-9723.35,8608.98,4904.08,6702.52,2340.91,4092.7,-129.509,3729.91,3622.32,-7534.49,-4855.5,-6156.95,8542.78,-9815.51,-8003.4,-125.845,6603.12,-8116.64,-2668.21,-2092.85,-5857.39,-3868.47,2141.4,-7536.36,-1610.59,-3366.3,-6360.58,6101.55,-2925.89,9808.63,965.098,1735.62,-4119.9,-9194.08,867.843,-9218.41,-8835.19,7944.26,2951.95,-6979.59,9366.88,925.293,7479.12,-3562.08,878.205,-8342.75,8282.13,1113.5,-440.47,3831.16,3282.45,1069.9,-3304.41,-2991.88,9468.76,-1810.38,6889.26,7915.52,8955.5,-2959.15,-8223.51,-228.685,9292.31,-4096.01,-6381.47,-7103.79,8452.54,-7.487,6174.46,6710.67,-9271.2,-6098.09,4168.46,2916.16,2811.6,2066.6,-576.406,-1325.42,5169.69,-8510.03,-3196,9345.33,4314.3,311.895,6370.7,7137.57,-7306.11,-4255.63,7185.41,9983.9,6279.36,3876.21,-8845.79,4057.76,3144.39,4829.95,1464.42,9271.31,2855.15,1777.6,8949.34,-9495.56,-3754.1,-1891.91,7866.06,-3174.77,-1496.16,9057.79
0.16,-4425.56,-7767.86,4639.3,6696.53,-3369.28,4635.41,-2821.74,8676.12,5056.52,9379.06,3344.39,6902.25,8016.63,6866.02,4086.13,3896.65,7439.6,905.887,6572.62,-7317.53,130.436,-3529.66,-2680.62,4379.18,1188.14,1657.14,-4795.44,-8952.97,-7808.79,9270.76,7801.64,-3983.87,8864.37,7327.48,66.8411,5694.25,-8560.47,-1224.2,-5937.15,8837.68,601.243,6197.91,-9723.31,8608.95,4904.04,6702.49,2340.89,4092.71,-129.932,3730.04,3621.83,-7534.46,-4855.47,-6156.94,8542.76,-9815.49,-8003.37,-125.831,6603.11,-8116.62,-2668.17,-2092.87,-5857.38,-3868.45,2141.38,-7536.33,-1610.61,-3366.25,-6360.54,6101.57,-2925.88,9808.58,965.192,1735.57,-4120.16,-9194.05,867.835,-9218.39,-8835.16,7944.27,2951.92,-6979.62,9366.82,925.317,7479.1,-3562.06,878.224,-8342.7,8282.14,1113.55,-439.999,3831.01,3282.93,1069.9,-3304.37,-2991.87,9468.69,-1810.32,6889.22,7915.5,8955.47,-2959.14,-8223.48,-228.685,9292.29,-4096,-6381.43,-7103.77,8452.59,-7.24476,6174.42,6710.66,-9271.18,-6098.08,4168.47,2916.16,2811.64,2066.59,-576.396,-1325.42,5169.69,-8510,-3196,9345.29,4314.29,311.916,6370.68,7137.55,-7306.09,-4255.62,7185.4,9983.87,6279.34,3876.21,-8845.75,4057.78,3144.37,4829.89,1464.42,9271.26,2855.14,1777.59,8949.31,-9495.53,-3754.05,-1891.87,7866.1,-3174.8,-1496.18,9057.69
0.17,-4425.55,-7767.83,4639.29,6696.53,-3369.23,4635.41,-2821.73,8676.09,5056.5,9379.01,3344.34,6902.2,8016.6,6865.97,4086.12,3896.64,7439.56,905.901,6572.61,-7317.49,130.432,-3529.64,-2680.6,4379.18,1188.04,1657.16,-4795.11,-8952.95,-7808.78,9270.74,7801.61,-3983.81,8864.33,7327.61,66.8609,5694.29,-8560.43,-1224.2,-5937.15,8837.43,600.956,6197.86,-9723.26,8608.93,4903.99,6702.46,2340.87,4092.72,-130.382,3730.19,3621.29,-7534.43,-4855.45,-6156.93,8542.73,-9815.47,-8003.34,-125.816,6603.09,-8116.6,-2668.12,-2092.9,-5857.38,-3868.43,2141.37,-7536.3,-1610.64,-3366.19,-6360.5,6101.6,-2925.87,9808.51,965.292,1735.52,-4120.44,-9194.03,867.827,-9218.36,-8835.13,7944.28,2951.9,-6979.66,9366.76,925.343,7479.07,-3562.04,878.244,-8342.65,8282.15,1113.59,-439.497,3830.84,3283.44,1069.9,-3304.34,-2991.86,9468.61,-1810.25,6889.18,7915.48,8955.44,-2959.13,-8223.45,-228.684,9292.27,-4095.98,-6381.39,-7103.75,8452.63,-6.98675,6174.37,6710.66,-9271.16,-6098.07,4168.47,2916.15,2811.68,2066.58,-576.386,-1325.42,5169.69,-8509.97,-3195.99,9345.24,4314.28,311.938,6370.66,7137.53,-7306.07,-4255.61,7185.38,9983.84,6279.32,3876.22,-8845.72,4057.8,3144.35,4829.83,1464.43,9271.22,2855.13,1777.59,8949.28,-9495.5,-3754,-1891.84,7866.14,-3174.82,-1496.19,9057.59
0.18,-4425.53,-7767.8,4639.29,6696.54,-3369.17,4635.41,-2821.72,8676.05,5056.48,9378.96,3344.29,6902.16,8016.57,6865.92,4086.11,3896.63,7439.53,905.917,6572.59,-7317.45,130.428,-3529.62,-2680.58,4379.19,1187.93,1657.19,-4794.76,-8952.93,-7808.76,9270.73,7801.57,-3983.75,8864.3,7327.75,66.8819,5694.33,-8560.4,-1224.2,-5937.15,8837.16,600.651,6197.82,-9723.22,8608.91,4903.94,6702.44,2340.84,4092.74,-130.86,3730.34,3620.73,-7534.4,-4855.42,-6156.92,8542.7,-9815.44,-8003.3,-125.8,6603.08,-8116.57,-2668.07,-2092.93,-5857.37,-3868.41,2141.35,-7536.27,-1610.67,-3366.13,-6360.45,6101.62,-2925.86,9808.45,965.399,1735.47,-4120.73,-9194,867.818,-9218.33,-8835.09,7944.3,2951.87,-6979.69,9366.69,925.37,7479.04,-3562.02,878.265,-8342.59,8282.16,1113.64,-438.964,3830.67,3283.99,1069.9,-3304.3,-2991.85,9468.53,-1810.19,6889.14,7915.45,8955.4,-2959.12,-8223.41,-228.684,9292.25,-4095.97,-6381.35,-7103.72,8452.68,-6.71294,6174.32,6710.66,-9271.14,-6098.05,4168.48,2916.14,2811.73,2066.58,-576.375,-1325.43,5169.69,-8509.94,-3195.98,9345.2,4314.26,311.961,6370.64,7137.5,-7306.05,-4255.6,7185.37,9983.8,6279.3,3876.23,-8845.68,4057.83,3144.32,4829.76,1464.43,9271.17,2855.12,1777.58,8949.25,-9495.47,-3753.95,-1891.8,7866.19,-3174.85,-1496.21,9057.48
0.19,-4425.52,-7767.76,4639.28,6696.54,-3369.12,4635.41,-2821.7,8676.02,5056.46,9378.9,3344.23,6902.11,8016.54,6865.87,4086.09,3896.62,7439.48,905.934,6572.58,-7317.41,130.424,-3529.6,-2680.56,4379.19,1187.81,1657.21,-4794.4,-8952.91,-7808.74,9270.71,7801.53,-3983.69,8864.26,7327.9,66.9041,5694.37,-8560.36,-1224.2,-5937.14,8836.88,600.329,6197.77,-9723.17,8608.88,4903.89,6702.41,2340.82,4092.76,-131.367,3730.51,3620.13,-7534.36,-4855.39,-6156.91,8542.67,-9815.42,-8003.27,-125.783,6603.06,-8116.55,-2668.02,-2092.96,-5857.37,-3868.39,2141.33,-7536.24,-1610.7,-3366.07,-6360.4,6101.65,-2925.85,9808.38,965.512,1735.42,-4121.04,-9193.97,867.808,-9218.3,-8835.05,7944.31,2951.84,-6979.73,9366.62,925.399,7479.01,-3562,878.288,-8342.53,8282.17,1113.7,-438.398,3830.48,3284.57,1069.89,-3304.26,-2991.84,9468.44,-1810.11,6889.1,7915.43,8955.37,-2959.1,-8223.38,-228.684,9292.22,-4095.96,-6381.31,-7103.7,8452.74,-6.4233,6174.27,6710.65,-9271.11,-6098.04,4168.49,2916.14,2811.78,2066.57,-576.363,-1325.43,5169.7,-8509.91,-3195.98,9345.15,4314.25,311.986,6370.62,7137.47,-7306.02,-4255.58,7185.35,9983.77,6279.27,3876.23,-8845.65,4057.85,3144.3,4829.69,1464.44,9271.11,2855.11,1777.58,8949.21,-9495.43,-3753.9,-1891.77,7866.24,-3174.88,-1496.23,9057.36
0.2,-4425.5,-7767.72,4639.28,6696.54,-3369.06,4635.41,-2821.69,8675.98,5056.44,9378.84,3344.17,6902.06,8016.5,6865.81,4086.08,3896.6,7439.44,905.951,6572.56,-7317.37,130.419,-3529.58,-2680.54,4379.2,1187.69,1657.24,-4794.01,-8952.89,-7808.72,9270.7,7801.49,-3983.62,8864.22,7328.06,66.9275,5694.41,-8560.32,-1224.2,-5937.14,8836.58,599.989,6197.71,-9723.12,8608.85,4903.83,6702.37,2340.79,4092.77,-131.903,3730.68,3619.5,-7534.32,-4855.36,-6156.9,8542.63,-9815.4,-8003.23,-125.766,6603.04,-8116.52,-2667.97,-2092.99,-5857.36,-3868.37,2141.32,-7536.21,-1610.74,-3366.01,-6360.35,6101.69,-2925.84,9808.31,965.631,1735.36,-4121.37,-9193.94,867.799,-9218.26,-8835.01,7944.32,2951.81,-6979.76,9366.55,925.429,7478.98,-3561.98,878.312,-8342.47,8282.18,1113.75,-437.801,3830.29,3285.18,1069.89,-3304.22,-2991.83,9468.35,-1810.04,6889.05,7915.4,8955.33,-2959.09,-8223.34,-228.684,9292.2,-4095.95,-6381.26,-7103.67,8452.79,-6.1178,6174.22,6710.65,-9271.09,-6098.02,4168.5,2916.13,2811.83,2066.56,-576.351,-1325.44,5169.7,-8509.88,-3195.97,9345.1,4314.23,312.012,6370.6,7137.44,-7306,-4255.57,7185.33,9983.73,6279.25,3876.24,-8845.61,4057.87,3144.27,4829.62,1464.44,9271.06,2855.1,1777.58,8949.17,-9495.4,-3753.84,-1891.73,7866.29,-3174.91,-1496.24,9057.24
0.21,-4425.49,-7767.69,4639.27,6696.54,-3368.99,4635.42,-2821.68,8675.95,5056.42,9378.78,3344.1,6902.01,8016.47,6865.75,4086.06,3896.59,7439.4,905.97,6572.54,-7317.33,130.414,-3529.56,-2680.52,4379.21,1187.57,1657.27,-4793.6,-8952.86,-7808.7,9270.68,7801.45,-3983.55,8864.18,7328.23,66.9522,5694.46,-8560.28,-1224.2,-5937.14,8836.26,599.632,6197.66,-9723.06,8608.82,4903.77,6702.34,2340.76,4092.79,-132.468,3730.87,3618.83,-7534.28,-4855.33,-6156.89,8542.6,-9815.37,-8003.19,-125.747,6603.03,-8116.5,-2667.91,-2093.02,-5857.36,-3868.34,2141.3,-7536.17,-1610.77,-3365.94,-6360.3,6101.72,-2925.83,9808.23,965.756,1735.3,-4121.72,-9193.9,867.788,-9218.23,-8834.97,7944.33,2951.78,-6979.8,9366.47,925.461,7478.94,-3561.95,878.337,-8342.41,8282.19,1113.81,-437.172,3830.08,3285.82,1069.89,-3304.17,-2991.82,9468.25,-1809.96,6889,7915.37,8955.3,-2959.08,-8223.3,-228.684,9292.17,-4095.93,-6381.21,-7103.64,8452.85,-5.79641,6174.16,6710.65,-9271.06,-6098.01,4168.5,2916.12,2811.89,2066.55,-576.338,-1325.44,5169.7,-8509.84,-3195.96,9345.05,4314.21,312.039,6370.57,7137.41,-7305.97,-4255.56,7185.32,9983.69,6279.23,3876.25,-8845.56,4057.9,3144.24,4829.54,1464.45,9271,2855.09,1777.57,8949.13,-9495.36,-3753.78,-1891.69,7866.34,-3174.95,-1496.26,9057.11
0.22,-4425.47,-7767.65,4639.26,6696.54,-3368.93,4635.42,-2821.66,8675.91,5056.4,9378.72,3344.03,6901.95,8016.43,6865.69,4086.04,3896.58,7439.35,905.989,6572.52,-7317.28,130.409,-3529.53,-2680.49,4379.22,1187.43,1657.3,-4793.18,-8952.84,-7808.67,9270.66,7801.41,-3983.47,8864.13,7328.41,66.978,5694.51,-8560.24,-1224.21,-5937.13,8835.93,599.257,6197.6,-9723.01,8608.79,4903.71,6702.31,2340.73,4092.81,-133.062,3731.06,3618.13,-7534.24,-4855.3,-6156.88,8542.56,-9815.34,-8003.14,-125.728,6603.01,-8116.47,-2667.85,-2093.05,-5857.35,-3868.32,2141.28,-7536.13,-1610.81,-3365.87,-6360.25,6101.75,-2925.82,9808.15,965.887,1735.24,-4122.08,-9193.87,867.777,-9218.19,-8834.93,7944.35,2951.74,-6979.85,9366.39,925.495,7478.91,-3561.93,878.363,-8342.34,8282.2,1113.87,-436.51,3829.86,3286.5,1069.89,-3304.12,-2991.81,9468.15,-1809.87,6888.95,7915.34,8955.26,-2959.06,-8223.26,-228.684,9292.15,-4095.92,-6381.16,-7103.61,8452.91,-5.45909,6174.1,6710.64,-9271.04,-6097.99,4168.51,2916.11,2811.95,2066.54,-576.324,-1325.45,5169.7,-8509.8,-3195.96,9345,4314.2,312.067,6370.55,7137.38,-7305.95,-4255.54,7185.3,9983.65,6279.2,3876.25,-8845.52,4057.92,3144.21,4829.46,1464.45,9270.94,2855.08,1777.57,8949.09,-9495.32,-3753.72,-1891.64,7866.39,-3174.98,-1496.28,9056.97
0.23,-4425.45,-7767.6,4639.26,6696.55,-3368.86,4635.42,-2821.65,8675.86,5056.38,9378.65,3343.96,6901.89,8016.39,6865.63,4086.03,3896.57,7439.3,906.009,6572.5,-7317.23,130.404,-3529.51,-2680.47,4379.22,1187.29,1657.34,-4792.73,-8952.82,-7808.65,9270.64,7801.36,-3983.4,8864.09,7328.59,67.0051,5694.56,-8560.19,-1224.21,-5937.13,8835.59,598.864,6197.54,-9722.95,8608.76,4903.65,6702.27,2340.7,4092.83,-133.686,3731.26,3617.39,-7534.2,-4855.26,-6156.86,8542.52,-9815.31,-8003.1,-125.707,6602.99,-8116.44,-2667.79,-2093.09,-5857.34,-3868.29,2141.26,-7536.1,-1610.85,-3365.79,-6360.19,6101.79,-2925.8,9808.07,966.024,1735.17,-4122.46,-9193.83,867.766,-9218.15,-8834.88,7944.36,2951.71,-6979.89,9366.3,925.53,7478.87,-3561.9,878.39,-8342.27,8282.22,1113.94,-435.815,3829.64,3287.21,1069.89,-3304.07,-2991.8,9468.04,-1809.78,6888.9,7915.31,8955.21,-2959.04,-8223.22,-228.684,9292.12,-4095.9,-6381.11,-7103.58,8452.98,-5.10581,6174.04,6710.64,-9271.01,-6097.97,4168.52,2916.1,2812.01,2066.54,-576.31,-1325.45,5169.7,-8509.76,-3195.95,9344.94,4314.18,312.097,6370.52,7137.35,-7305.92,-4255.53,7185.28,9983.61,6279.17,3876.26,-8845.47,4057.95,3144.17,4829.37,1464.46,9270.87,2855.07,1777.56,8949.05,-9495.28,-3753.65,-1891.6,7866.45,-3175.02,-1496.31,9056.83
0.24,-4425.43,-7767.56,4639.25,6696.55,-3368.78,4635.42,-2821.63,8675.82,5056.35,9378.58,3343.89,6901.83,8016.35,6865.56,4086.01,3896.55,7439.25,906.03,6572.47,-7317.18,130.398,-3529.48,-2680.45,4379.23,1187.14,1657.37,-4792.26,-8952.79,-7808.62,9270.62,7801.32,-3983.32,8864.04,7328.78,67.0334,5694.61,-8560.14,-1224.21,-5937.12,8835.22,598.453,6197.48,-9722.89,8608.73,4903.58,6702.23,2340.66,4092.85,-134.339,3731.47,3616.62,-7534.15,-4855.22,-6156.85,8542.48,-9815.28,-8003.05,-125.686,6602.97,-8116.41,-2667.72,-2093.13,-5857.34,-3868.26,2141.24,-7536.05,-1610.88,-3365.71,-6360.13,6101.83,-2925.79,9807.98,966.168,1735.1,-4122.85,-9193.79,867.754,-9218.11,-8834.83,7944.37,2951.67,-6979.94,9366.22,925.567,7478.83,-3561.88,878.419,-8342.2,8282.23,1114,-435.088,3829.4,3287.96,1069.89,-3304.02,-2991.79,9467.93,-1809.69,6888.84,7915.27,8955.17,-2959.03,-8223.18,-228.684,9292.09,-4095.89,-6381.05,-7103.55,8453.05,-4.73653,6173.98,6710.63,-9270.98,-6097.95,4168.53,2916.09,2812.07,2066.53,-576.296,-1325.46,5169.71,-8509.72,-3195.94,9344.88,4314.16,312.129,6370.49,7137.31,-7305.89,-4255.51,7185.26,9983.57,6279.14,3876.27,-8845.43,4057.98,3144.14,4829.28,1464.46,9270.8,2855.06,1777.56,8949,-9495.23,-3753.58,-1891.55,7866.51,-3175.05,-1496.33,9056.68
0.25,-4425.41,-7767.51,4639.24,6696.55,-3368.71,4635.42,-2821.62,8675.78,5056.33,9378.51,3343.81,6901.77,8016.3,6865.49,4085.99,3896.54,7439.2,906.052,6572.45,-7317.12,130.392,-3529.45,-2680.42,4379.24,1186.99,1657.41,-4791.78,-8952.76,-7808.6,9270.6,7801.27,-3983.23,8863.99,7328.98,67.0629,5694.67,-8560.09,-1224.21,-5937.12,8834.85,598.024,6197.41,-9722.82,8608.69,4903.51,6702.19,2340.63,4092.88,-135.022,3731.69,3615.82,-7534.1,-4855.19,-6156.84,8542.44,-9815.25,-8003,-125.664,6602.94,-8116.37,-2667.65,-2093.17,-5857.33,-3868.23,2141.21,-7536.01,-1610.93,-3365.63,-6360.06,6101.87,-2925.78,9807.89,966.318,1735.03,-4123.27,-9193.75,867.742,-9218.07,-8834.78,7944.39,2951.64,-6979.98,9366.12,925.605,7478.79,-3561.85,878.449,-8342.12,8282.25,1114.07,-434.327,3829.15,3288.73,1069.89,-3303.97,-2991.77,9467.82,-1809.6,6888.78,7915.24,8955.13,-2959.01,-8223.13,-228.684,9292.06,-4095.87,-6380.99,-7103.51,8453.12,-4.35121,6173.91,6710.63,-9270.95,-6097.93,4168.54,2916.08,2812.14,2066.52,-576.28,-1325.47,5169.71,-8509.68,-3195.93,9344.82,4314.14,312.161,6370.46,7137.28,-7305.86,-4255.49,7185.23,9983.52,6279.11,3876.28,-8845.38,4058.01,3144.1,4829.19,1464.47,9270.73,2855.05,1777.55,8948.95,-9495.19,-3753.51,-1891.5,7866.57,-3175.09,-1496.35,9056.53
